date,covid_infection_rate
2023-06-15,2.5
2023-06-16,2.7
2023-06-17,2.5
2023-06-18,2.4
2023-06-19,2.4
2023-06-20,2.2
2023-06-21,2.1
2023-06-22,2.0
2023-06-23,1.9
2023-06-24,1.8
2023-06-25,1.8
2023-06-26,1.8
2023-06-27,1.6
2023-06-28,1.5
2023-06-29,1.4
2023-06-30,1.3
2023-07-01,1.3
2023-07-02,1.3
2023-07-03,1.3
2023-07-04,1.3
2023-07-05,1.3
2023-07-06,1.3
2023-07-07,1.3
2023-07-08,1.2
2023-07-09,1.2
2023-07-10,1.2
2023-07-11,1.2
2023-07-12,1.3
2023-07-13,1.3
2023-07-14,1.4
2023-07-15,1.5
2023-07-16,1.5
2023-07-17,1.5
2023-07-18,1.5
2023-07-19,1.5
2023-07-20,1.5
2023-07-21,1.5
2023-07-22,1.5
2023-07-23,1.5
2023-07-24,1.5
2023-07-25,1.6
2023-07-26,1.7
2023-07-27,1.9
2023-07-28,2.1
2023-07-29,2.2
2023-07-30,2.2
2023-07-31,2.2
2023-08-01,2.3
2023-08-02,2.5
2023-08-03,2.5
2023-08-04,2.4
2023-08-05,2.4
2023-08-06,2.4
2023-08-07,2.5
2023-08-08,2.5
2023-08-09,2.6
2023-08-10,2.7
2023-08-11,2.9
2023-08-12,3.0
2023-08-13,3.1
2023-08-14,3.1
2023-08-15,3.5
2023-08-16,3.8
2023-08-17,4.3
2023-08-18,4.7
2023-08-19,5.0
2023-08-20,5.1
2023-08-21,5.1
2023-08-22,5.4
2023-08-23,5.8
2023-08-24,5.9
2023-08-25,5.9
2023-08-26,6.0
2023-08-27,6.0
2023-08-28,6.0
2023-08-29,6.1
2023-08-30,6.1
2023-08-31,6.3
2023-09-01,6.4
2023-09-02,6.4
2023-09-03,6.4
2023-09-04,6.4
2023-09-05,6.6
2023-09-06,7.2
2023-09-07,7.6
2023-09-08,8.1
2023-09-09,8.5
2023-09-10,8.6
2023-09-11,8.6
2023-09-12,9.4
2023-09-13,9.6
2023-09-14,9.9
2023-09-15,9.8
2023-09-16,9.7
2023-09-17,9.8
2023-09-18,9.8
2023-09-19,9.8
2023-09-20,9.7
2023-09-21,9.7
2023-09-22,9.9
2023-09-23,9.9
2023-09-24,9.9
2023-09-25,9.8
2023-09-26,9.8
2023-09-27,9.9
2023-09-28,9.9
2023-09-29,10.1
2023-09-30,10.5
2023-10-01,10.6
2023-10-02,10.6
2023-10-03,10.9
2023-10-04,9.1
2023-10-05,10.3
2023-10-06,11.2
2023-10-07,11.8
2023-10-08,11.8
2023-10-09,11.9
2023-10-10,12.9
2023-10-11,15.8
2023-10-12,15.5
2023-10-13,15.4
2023-10-14,15.3
2023-10-15,15.4
2023-10-16,15.4
2023-10-17,15.9
2023-10-18,15.8
2023-10-19,15.9
2023-10-20,16.1
2023-10-21,16.1
2023-10-22,16.2
2023-10-23,16.3
2023-10-24,17.4
2023-10-25,18.5
2023-10-26,19.7
2023-10-27,20.8
2023-10-28,21.5
2023-10-29,21.6
2023-10-30,21.6
2023-10-31,22.1
2023-11-01,21.2
2023-11-02,20.3
2023-11-03,21.9
2023-11-04,22.5
2023-11-05,22.5
2023-11-06,22.6
2023-11-07,23.9
2023-11-08,24.7
2023-11-09,27.6
2023-11-10,26.9
2023-11-11,26.8
2023-11-12,26.8
2023-11-13,26.8
2023-11-14,26.7
2023-11-15,27.9
2023-11-16,26.9
2023-11-17,26.9
2023-11-18,27.3
2023-11-19,27.3
2023-11-20,27.4
2023-11-21,27.9
2023-11-22,29.0
2023-11-23,28.7
2023-11-24,28.9
2023-11-25,29.0
2023-11-26,29.1
2023-11-27,29.1
2023-11-28,29.3
2023-11-29,29.3
2023-11-30,30.0
2023-12-01,30.3
2023-12-02,30.2
2023-12-03,30.2
2023-12-04,30.1
2023-12-05,29.4
2023-12-06,29.8
2023-12-07,30.7
2023-12-08,32.0
2023-12-09,33.4
2023-12-10,33.6
2023-12-11,33.8
2023-12-12,36.7
2023-12-13,37.8
2023-12-14,38.8
2023-12-15,39.2
2023-12-16,39.1
2023-12-17,39.0
2023-12-18,39.0
2023-12-19,38.4
2023-12-20,37.8
2023-12-21,36.0
2023-12-22,34.3
2023-12-23,33.0
2023-12-24,32.9
2023-12-25,32.7
2023-12-26,23.8
2023-12-27,17.1
2023-12-28,19.4
2023-12-29,18.2
2023-12-30,17.2
2023-12-31,17.1
2024-01-01,17.2
2024-01-02,17.0
2024-01-03,23.6
2024-01-04,19.1
2024-01-05,18.1
2024-01-06,17.1
2024-01-07,16.9
2024-01-08,16.6
2024-01-09,20.4
2024-01-10,15.7
2024-01-11,14.2
2024-01-12,13.0
2024-01-13,12.1
2024-01-14,12.1
2024-01-15,12.0
2024-01-16,10.5
2024-01-17,10.0
2024-01-18,9.1
2024-01-19,8.5
2024-01-20,8.3
2024-01-21,8.3
2024-01-22,8.3
2024-01-23,7.7
2024-01-24,7.4
2024-01-25,7.2
2024-01-26,7.2
2024-01-27,7.1
2024-01-28,7.1
2024-01-29,7.1
2024-01-30,6.9
2024-01-31,6.6
2024-02-01,6.5
2024-02-02,6.3
2024-02-03,6.0
2024-02-04,6.0
2024-02-05,6.0
2024-02-06,5.7
2024-02-07,5.6
2024-02-08,5.4
2024-02-09,5.1
2024-02-10,5.1
2024-02-11,5.1
2024-02-12,5.1
2024-02-13,4.5
2024-02-14,4.2
2024-02-15,4.0
2024-02-16,3.8
2024-02-17,3.6
2024-02-18,3.6
2024-02-19,3.5
2024-02-20,3.5
2024-02-21,3.3
2024-02-22,3.1
2024-02-23,3.0
2024-02-24,2.8
2024-02-25,2.8
2024-02-26,2.8
2024-02-27,2.5
2024-02-28,2.4
2024-02-29,2.3
2024-03-01,2.2
2024-03-02,2.1
2024-03-03,2.1
2024-03-04,2.1
2024-03-05,2.0
2024-03-06,2.0
2024-03-07,1.9
2024-03-08,1.8
2024-03-09,1.7
2024-03-10,1.7
2024-03-11,1.7
2024-03-12,1.6
2024-03-13,1.5
2024-03-14,1.4
2024-03-15,1.4
2024-03-16,1.4
2024-03-17,1.4
2024-03-18,1.4
2024-03-19,1.4
2024-03-20,1.3
2024-03-21,1.3
2024-03-22,1.2
2024-03-23,1.2
2024-03-24,1.2
2024-03-25,1.2
2024-03-26,1.1
2024-03-27,1.1
2024-03-28,1.0
2024-03-29,1.1
2024-03-30,0.9
2024-03-31,0.9
2024-04-01,0.9
2024-04-02,0.6
2024-04-03,0.8
2024-04-04,0.8
2024-04-05,0.8
2024-04-06,0.9
2024-04-07,0.9
2024-04-08,0.9
2024-04-09,1.1
2024-04-10,0.9
2024-04-11,0.8
2024-04-12,0.8
2024-04-13,0.7
2024-04-14,0.7
2024-04-15,0.7
2024-04-16,0.7
2024-04-17,0.7
2024-04-18,0.7
2024-04-19,0.7
2024-04-20,0.7
2024-04-21,0.7
2024-04-22,0.7
2024-04-23,0.7
2024-04-24,0.7
2024-04-25,0.7
2024-04-26,0.7
2024-04-27,0.8
2024-04-28,0.8
2024-04-29,0.8
2024-04-30,1.0
2024-05-01,1.0
2024-05-02,0.9
2024-05-03,1.0
2024-05-04,1.1
2024-05-05,1.1
2024-05-06,1.1
2024-05-07,1.1
2024-05-08,1.1
2024-05-09,1.2
2024-05-10,1.0
2024-05-11,1.0
2024-05-12,1.0
2024-05-13,1.0
2024-05-14,1.1
2024-05-15,1.2
2024-05-16,1.2
2024-05-17,1.4
2024-05-18,1.3
2024-05-19,1.3
2024-05-20,1.3
2024-05-21,0.9
2024-05-22,0.9
2024-05-23,1.0
2024-05-24,1.0
2024-05-25,0.9
2024-05-26,0.9
2024-05-27,0.9
2024-05-28,1.2
2024-05-29,1.1
2024-05-30,1.1
2024-05-31,0.9
2024-06-01,1.0
2024-06-02,1.0
2024-06-03,1.0
2024-06-04,1.1
2024-06-05,1.1
2024-06-06,1.2
2024-06-07,1.4
2024-06-08,1.4
2024-06-09,1.4
2024-06-10,1.4
2024-06-11,1.5
2024-06-12,1.7
2024-06-13,1.8
2024-06-14,1.9
2024-06-15,2.0
2024-06-16,2.0
2024-06-17,2.0
2024-06-18,2.3
2024-06-19,2.5
2024-06-20,2.7
2024-06-21,2.9
2024-06-22,3.1
2024-06-23,3.1
2024-06-24,3.1
2024-06-25,3.5
2024-06-26,3.7
2024-06-27,3.9
2024-06-28,4.0
2024-06-29,4.1
2024-06-30,4.1
2024-07-01,4.1
2024-07-02,4.3
2024-07-03,4.1
2024-07-04,4.2
2024-07-05,4.3
2024-07-06,4.3
2024-07-07,4.3
2024-07-08,4.3
2024-07-09,4.5
2024-07-10,4.8
2024-07-11,5.0
2024-07-12,5.2
2024-07-13,5.3
2024-07-14,5.4
2024-07-15,5.3
2024-07-16,5.6
2024-07-17,5.6
2024-07-18,5.6
2024-07-19,5.7
2024-07-20,5.7
2024-07-21,5.7
2024-07-22,5.7
2024-07-23,5.7
2024-07-24,5.9
2024-07-25,6.0
2024-07-26,5.9
2024-07-27,5.8
2024-07-28,5.8
2024-07-29,5.8
2024-07-30,5.7
2024-07-31,5.6
2024-08-01,5.5
2024-08-02,5.4
2024-08-03,5.5
2024-08-04,5.5
2024-08-05,5.5
2024-08-06,5.5
2024-08-07,5.5
2024-08-08,5.6
2024-08-09,5.5
2024-08-10,5.5
2024-08-11,5.5
2024-08-12,5.5
2024-08-13,5.4
2024-08-14,5.4
2024-08-15,5.4
2024-08-16,5.4
2024-08-17,5.5
2024-08-18,5.5
2024-08-19,5.5
2024-08-20,5.5
2024-08-21,5.6
2024-08-22,5.7
2024-08-23,5.9
2024-08-24,5.9
2024-08-25,5.9
2024-08-26,5.9
2024-08-27,6.1
2024-08-28,6.1
2024-08-29,6.3
2024-08-30,6.6
2024-08-31,6.7
2024-09-01,6.8
2024-09-02,6.8
2024-09-03,7.1
2024-09-04,7.5
2024-09-05,7.6
2024-09-06,7.6
2024-09-07,7.7
2024-09-08,7.7
2024-09-09,7.7
2024-09-10,7.7
2024-09-11,7.5
2024-09-12,7.3
2024-09-13,7.0
2024-09-14,7.0
2024-09-15,6.9
2024-09-16,6.9
2024-09-17,7.0
2024-09-18,7.3
2024-09-19,7.9
2024-09-20,8.4
2024-09-21,8.8
2024-09-22,8.9
2024-09-23,9.0
2024-09-24,10.1
2024-09-25,10.7
2024-09-26,11.1
2024-09-27,11.5
2024-09-28,11.7
2024-09-29,11.7
2024-09-30,11.7
2024-10-01,11.5
2024-10-02,11.2
2024-10-03,11.0
2024-10-04,9.2
2024-10-05,9.6
2024-10-06,9.6
2024-10-07,9.7
2024-10-08,10.5
2024-10-09,11.1
2024-10-10,11.9
2024-10-11,14.4
2024-10-12,14.3
2024-10-13,14.3
2024-10-14,14.3
2024-10-15,14.5
2024-10-16,14.3
2024-10-17,14.0
2024-10-18,14.2
2024-10-19,14.3
2024-10-20,14.3
2024-10-21,14.4
2024-10-22,14.6
2024-10-23,15.1
2024-10-24,15.4
2024-10-25,15.1
2024-10-26,14.8
2024-10-27,14.7
2024-10-28,14.7
2024-10-29,14.0
2024-10-30,13.5
2024-10-31,13.0
2024-11-01,11.7
2024-11-02,10.8
2024-11-03,10.7
2024-11-04,10.7
2024-11-05,10.5
2024-11-06,9.9
2024-11-07,9.4
2024-11-08,10.1
2024-11-09,10.6
2024-11-10,10.6
2024-11-11,10.6
2024-11-12,9.7
2024-11-13,9.8
2024-11-14,9.9
2024-11-15,9.8
2024-11-16,9.8
2024-11-17,9.8
2024-11-18,9.8
2024-11-19,10.0
2024-11-20,9.8
2024-11-21,9.6
2024-11-22,9.6
2024-11-23,9.6
2024-11-24,9.5
2024-11-25,9.6
2024-11-26,9.5
2024-11-27,9.6
2024-11-28,9.9
2024-11-29,9.8
2024-11-30,9.6
2024-12-01,9.6
2024-12-02,9.5
2024-12-03,9.2
2024-12-04,8.8
2024-12-05,8.5
2024-12-06,8.5
2024-12-07,8.3
2024-12-08,8.3
2024-12-09,8.3
2024-12-10,8.3
2024-12-11,8.4
2024-12-12,8.2
2024-12-13,8.1
2024-12-14,8.0
2024-12-15,8.0
2024-12-16,8.0
2024-12-17,7.8
2024-12-18,7.6
2024-12-19,7.6
2024-12-20,7.4
2024-12-21,7.3
2024-12-22,7.3
2024-12-23,7.2
2024-12-24,6.8
2024-12-25,5.4
2024-12-26,4.1
2024-12-27,3.0
2024-12-28,3.4
2024-12-29,3.4
2024-12-30,3.4
2024-12-31,3.4
2025-01-01,3.4
2025-01-02,3.4
2025-01-03,5.0
2025-01-04,4.6
2025-01-05,4.5
2025-01-06,4.5
2025-01-07,3.9
2025-01-08,5.0
2025-01-09,5.7
2025-01-10,4.6
2025-01-11,4.3
2025-01-12,4.3
2025-01-13,4.2
2025-01-14,4.3
2025-01-15,3.7
2025-01-16,3.5
2025-01-17,3.4
2025-01-18,3.4
2025-01-19,3.4
2025-01-20,3.4
2025-01-21,3.3
2025-01-22,3.3
2025-01-23,3.4
2025-01-24,3.4
2025-01-25,3.5
2025-01-26,3.5
2025-01-27,3.5
2025-01-28,3.4
2025-01-29,3.4
2025-01-30,3.4
2025-01-31,3.5
2025-02-01,3.4
2025-02-02,3.4
2025-02-03,3.4
2025-02-04,3.3
2025-02-05,3.2
2025-02-06,3.0
2025-02-07,2.8
2025-02-08,2.7
2025-02-09,2.6
2025-02-10,2.6
2025-02-11,2.5
2025-02-12,2.5
2025-02-13,2.4
2025-02-14,2.4
2025-02-15,2.3
2025-02-16,2.3
2025-02-17,2.3
2025-02-18,2.2
2025-02-19,2.2
2025-02-20,2.2
2025-02-21,2.2
2025-02-22,2.1
2025-02-23,2.1
2025-02-24,2.1
2025-02-25,2.0
2025-02-26,2.0
2025-02-27,1.9
2025-02-28,1.8
2025-03-01,1.8
2025-03-02,1.7
2025-03-03,1.7
2025-03-04,1.5
2025-03-05,1.5
2025-03-06,1.4
2025-03-07,1.3
2025-03-08,1.3
2025-03-09,1.3
2025-03-10,1.3
2025-03-11,1.3
2025-03-12,1.3
2025-03-13,1.2
2025-03-14,1.2
2025-03-15,1.2
2025-03-16,1.2
2025-03-17,1.2
2025-03-18,1.1
2025-03-19,1.1
2025-03-20,1.0
2025-03-21,1.0
2025-03-22,1.0
2025-03-23,1.0
2025-03-24,1.0
2025-03-25,1.0
2025-03-26,1.0
2025-03-27,1.0
2025-03-28,1.0
2025-03-29,1.0
2025-03-30,1.0
2025-03-31,1.0
2025-04-01,0.9
2025-04-02,0.8
2025-04-03,0.8
2025-04-04,0.8
2025-04-05,0.8
2025-04-06,0.8
2025-04-07,0.8
2025-04-08,0.8
2025-04-09,0.8
2025-04-10,0.8
2025-04-11,0.8
2025-04-12,0.8
2025-04-13,0.8
2025-04-14,0.8
2025-04-15,0.8
2025-04-16,0.8
2025-04-17,0.8
2025-04-18,0.7
2025-04-19,0.6
2025-04-20,0.6
2025-04-21,0.6
2025-04-22,0.4
2025-04-23,0.5
2025-04-24,0.5
2025-04-25,0.5
2025-04-26,0.6
2025-04-27,0.6
2025-04-28,0.6
2025-04-29,0.8
2025-04-30,0.6
2025-05-01,0.6
2025-05-02,0.5
2025-05-03,0.5
2025-05-04,0.5
2025-05-05,0.5
2025-05-06,0.5
2025-05-07,0.5
2025-05-08,0.5
2025-05-09,0.6
2025-05-10,0.5
2025-05-11,0.5
2025-05-12,0.5
2025-05-13,0.5
2025-05-14,0.5
2025-05-15,0.5
2025-05-16,0.6
2025-05-17,0.6
2025-05-18,0.6
2025-05-19,0.6
2025-05-20,0.6
2025-05-21,0.6
2025-05-22,0.6
2025-05-23,0.7
2025-05-24,0.7
2025-05-25,0.7
2025-05-26,0.7
2025-05-27,0.7
2025-05-28,0.7
2025-05-29,0.8
2025-05-30,0.7
2025-05-31,0.8
2025-06-01,0.7
2025-06-02,0.8
2025-06-03,0.8
2025-06-04,0.8
2025-06-05,0.8
2025-06-06,1.0
2025-06-07,0.9
2025-06-08,0.9
2025-06-09,0.9
2025-06-10,0.6
2025-06-11,0.7
2025-06-12,0.7
2025-06-13,0.7
2025-06-14,0.7
2025-06-15,0.7
2025-06-16,0.7
2025-06-17,0.9
2025-06-18,1.0
2025-06-19,1.0
2025-06-20,0.9
2025-06-21,0.9
2025-06-22,0.9
2025-06-23,0.9
2025-06-24,0.9
2025-06-25,0.8
2025-06-26,0.8
2025-06-27,0.8
2025-06-28,0.8
2025-06-29,0.8
2025-06-30,0.8
2025-07-01,0.8
2025-07-02,0.7
2025-07-03,0.7
2025-07-04,0.7
2025-07-05,0.7
2025-07-06,0.7
2025-07-07,0.7
2025-07-08,0.7
2025-07-09,0.7
2025-07-10,0.7
2025-07-11,0.7
2025-07-12,0.7
2025-07-13,0.7
2025-07-14,0.7
2025-07-15,0.7
2025-07-16,0.8
2025-07-17,0.8
2025-07-18,0.8
2025-07-19,0.9
2025-07-20,0.9
2025-07-21,0.9
2025-07-22,0.9
2025-07-23,0.9
2025-07-24,1.0
2025-07-25,0.9
2025-07-26,0.9
2025-07-27,0.9
2025-07-28,0.9
2025-07-29,0.9
2025-07-30,1.0
2025-07-31,0.9
2025-08-01,0.9
2025-08-02,0.9
2025-08-03,0.9
2025-08-04,0.9
2025-08-05,1.0
2025-08-06,1.0
2025-08-07,1.0
2025-08-08,1.1
2025-08-09,1.2
2025-08-10,1.2
2025-08-11,1.2
2025-08-12,1.3
2025-08-13,1.3
2025-08-14,1.4
2025-08-15,1.5
2025-08-16,1.5
2025-08-17,1.5
2025-08-18,1.5
2025-08-19,1.6
2025-08-20,1.6
2025-08-21,1.6
2025-08-22,1.6
2025-08-23,1.7
2025-08-24,1.7
2025-08-25,1.7
2025-08-26,1.7
2025-08-27,1.8
2025-08-28,1.8
2025-08-29,1.9
2025-08-30,2.0
2025-08-31,2.0
2025-09-01,2.0
2025-09-02,2.2
2025-09-03,2.3
2025-09-04,2.5
2025-09-05,2.5
2025-09-06,2.6
2025-09-07,2.6
2025-09-08,2.6
2025-09-09,2.6
2025-09-10,2.7
2025-09-11,2.7
2025-09-12,2.9
2025-09-13,2.9
2025-09-14,2.9
2025-09-15,3.0
2025-09-16,3.2
2025-09-17,3.3
2025-09-18,3.4
2025-09-19,3.4
2025-09-20,3.6
2025-09-21,3.6
2025-09-22,3.6
2025-09-23,3.8
2025-09-24,3.9
2025-09-25,4.0
2025-09-26,4.2
2025-09-27,4.2
2025-09-28,4.2
2025-09-29,4.2
2025-09-30,4.4
2025-10-01,4.8
2025-10-02,5.0
2025-10-03,5.2
2025-10-04,4.6
2025-10-05,4.6
2025-10-06,4.7
2025-10-07,5.4
2025-10-08,5.8
2025-10-09,6.3
2025-10-10,6.9
2025-10-11,8.1
2025-10-12,8.1
2025-10-13,8.1
2025-10-14,8.5
2025-10-15,8.7
2025-10-16,8.6
2025-10-17,8.5
2025-10-18,8.4
2025-10-19,8.3
2025-10-20,8.3
2025-10-21,8.2
2025-10-22,7.8
2025-10-23,8.0
2025-10-24,7.9
2025-10-25,8.0
2025-10-26,8.0
2025-10-27,8.0
2025-10-28,7.9
2025-10-29,7.9
2025-10-30,7.7
2025-10-31,7.5
2025-11-01,7.0
2025-11-02,7.0
2025-11-03,7.0
2025-11-04,6.6
2025-11-05,6.7
2025-11-06,6.5
2025-11-07,6.4
2025-11-08,6.7
2025-11-09,6.7
2025-11-10,6.7
2025-11-11,6.6
2025-11-12,6.4
2025-11-13,6.4
2025-11-14,6.6
2025-11-15,6.6
2025-11-16,6.7
2025-11-17,6.7
2025-11-18,6.9
2025-11-19,7.0
2025-11-20,6.9
2025-11-21,7.1
2025-11-22,7.1
2025-11-23,7.1
2025-11-24,7.1
2025-11-25,7.3
2025-11-26,7.5
2025-11-27,8.0
2025-11-28,8.2
2025-11-29,8.6
2025-11-30,8.6
2025-12-01,8.6
2025-12-02,9.3
2025-12-03,9.9
2025-12-04,10.2
2025-12-05,10.7
2025-12-06,11.0
2025-12-07,11.0
2025-12-08,11.0
2025-12-09,11.5
2025-12-10,11.8
2025-12-11,12.2
2025-12-12,12.6
2025-12-13,12.8
2025-12-14,12.8
2025-12-15,12.8
2025-12-16,12.5
2025-12-17,12.2
2025-12-18,11.6
2025-12-19,10.9
2025-12-20,10.3
2025-12-21,10.3
2025-12-22,10.3
2025-12-23,9.7
2025-12-24,9.1
2025-12-25,7.3
2025-12-26,5.7
2025-12-27,4.5
2025-12-28,4.5
2025-12-29,4.5
2025-12-30,4.7
2025-12-31,4.4
2026-01-01,4.4
2026-01-02,4.3
2026-01-03,5.4
2026-01-04,5.4
2026-01-05,5.4
2026-01-06,4.9
2026-01-07,4.6
2026-01-08,5.7
2026-01-09,6.7
2026-01-10,6.2
2026-01-11,6.2
2026-01-12,6.1
2026-01-13,5.3
2026-01-14,5.3
2026-01-15,4.7
2026-01-16,4.4
2026-01-17,4.2
2026-01-18,4.2
2026-01-19,4.2
2026-01-20,4.0
2026-01-21,3.7
2026-01-22,3.6
2026-01-23,3.4
2026-01-24,3.4
2026-01-25,3.4
2026-01-26,3.4
2026-01-27,3.2
2026-01-28,3.1
2026-01-29,3.2
2026-01-30,3.2
2026-01-31,3.2
2026-02-01,3.2
2026-02-02,3.2
2026-02-03,3.2
2026-02-04,3.1
2026-02-05,3.0
2026-02-06,2.9
2026-02-07,2.8
2026-02-08,2.8
2026-02-09,2.7
2026-02-10,2.6
2026-02-11,2.4
2026-02-12,2.3
2026-02-13,2.2
2026-02-14,2.2
2026-02-15,2.2
2026-02-16,2.2
2026-02-17,2.0
2026-02-18,2.0
2026-02-19,1.9
2026-02-20,1.8
2026-02-21,1.7
2026-02-22,1.7
2026-02-23,1.7
2026-02-24,1.7
2026-02-25,1.5
2026-02-26,1.5
2026-02-27,1.4
2026-02-28,1.3
2026-03-01,1.3
2026-03-02,1.3
2026-03-03,1.2
2026-03-04,1.1
2026-03-05,1.0
2026-03-06,1.0
2026-03-07,0.9
2026-03-08,0.9
2026-03-09,0.9
2026-03-10,0.8
2026-03-11,0.7
2026-03-12,0.7
2026-03-13,0.7
2026-03-14,0.7
2026-03-15,0.7
2026-03-16,0.7
2026-03-17,0.7
2026-03-18,0.7
2026-03-19,0.7
2026-03-20,0.7
2026-03-21,0.6
2026-03-22,0.6
2026-03-23,0.6
2026-03-24,0.5
2026-03-25,0.4
2026-03-26,0.4
2026-03-27,0.4
2026-03-28,0.4
2026-03-29,0.4
2026-03-30,0.4
2026-03-31,0.4
2026-04-01,0.4
2026-04-02,0.4
2026-04-03,0.4
2026-04-04,0.3
2026-04-05,0.3
2026-04-06,0.3
2026-04-07,0.2
2026-04-08,0.3
2026-04-09,0.3
2026-04-10,0.3
2026-04-11,0.3
2026-04-12,0.3
2026-04-13,0.3
2026-04-14,0.4
2026-04-15,0.3
2026-04-16,0.3
2026-04-17,0.3
2026-04-18,0.3
2026-04-19,0.3
2026-04-20,0.3
2026-04-21,0.2
2026-04-22,0.2
2026-04-23,0.2
2026-04-24,0.2
2026-04-25,0.2
2026-04-26,0.2
2026-04-27,0.2
2026-04-28,0.2
2026-04-29,0.2
2026-04-30,0.2
2026-05-01,0.2
2026-05-02,0.2
2026-05-03,0.2
2026-05-04,0.2
2026-05-05,0.2
2026-05-06,0.2
2026-05-07,0.2
2026-05-08,0.1
2026-05-09,0.2
2026-05-10,0.2
2026-05-11,0.2
2026-05-12,0.1
2026-05-13,0.1
2026-05-14,0.1
2026-05-15,0.1
2026-05-16,0.1
2026-05-17,0.1
2026-05-18,0.1
2026-05-19,0.1
2026-05-20,0.1
2026-05-21,0.1
2026-05-22,0.1
2026-05-23,0.1
2026-05-24,0.1
2026-05-25,0.1
2026-05-26,0.1
2026-05-27,0.1
2026-05-28,0.1
2026-05-29,0.1
2026-05-30,0.1
2026-05-31,0.1
2026-06-01,0.1
2026-06-02,0.1
